runID,eventID,photonID,trackID,processName,x,y,z,srcX,srcY,srcZ,momX,momY,momZ,energy,nCompton,particalID,localPosX,localPosY,localPosZ
0,63,1,1,Compton,14.7724,-10.9702,4.76534,48.1226,-123.662,30,-0.663419,0.720139,0.203161,0.0792073,1,22,14.7724,-10.9702,-0.234665
0,63,1,1,Compton,9.56586,-5.31856,6.35975,48.1226,-123.662,30,-0.953054,0.139257,0.268877,0.0658134,2,22,9.56586,-5.31856,1.35975
0,441,1,1,Compton,7.23295,4.77446,5.40764,-58.9883,10.7795,30,0.441808,-0.559274,-0.701441,0.116901,1,22,7.23295,4.77446,0.407635
0,441,1,1,PhotoElectric,9.92198,1.37048,1.13837,-58.9883,10.7795,30,0.441808,-0.559274,-0.701441,0.394099,1,22,9.92198,1.37048,-3.86163
0,644,1,1,Compton,6.28935,-13.1131,8.22438,-3.211,-19.8748,30,0.0515577,-0.692853,-0.719234,0.178271,1,22,6.28935,-13.1131,3.22438
0,811,1,1,Compton,14.0119,-8.03104,1.29499,27.8503,-58.036,30,-0.335068,-0.862156,-0.380022,0.30369,1,22,14.0119,-8.03104,-3.70501
0,811,1,1,PhotoElectric,13.1544,-10.2375,0.322414,27.8503,-58.036,30,-0.335068,-0.862156,-0.380022,0.20731,1,22,13.1544,-10.2375,-4.67759
0,830,1,1,PhotoElectric,-8.77207,-1.11434,4.27001,-44.1681,27.1777,30,0.679268,-0.54294,-0.493772,0.511,0,22,-8.77207,-1.11434,-0.729991
0,999,1,1,Compton,0.142258,11.3152,4.45557,-43.1173,-2.01663,30,0.285891,0.18199,-0.940822,0.103182,1,22,0.142258,11.3152,-0.544427
